Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
1,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,2543.5,2539.3,2024-01-05 10:12:00 AM,2024-01-05 10:17:00 AM,GL_B,Stop loss,-$222.00,-$222.00,$12.00,$0.00,$0.00,$0.00,$0.00,$210.00,$70.00,$292.00,6,
2,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2531.0,2533.0,2024-02-01 11:12:00 AM,2024-02-01 11:17:00 AM,GL_B,TP1,$17.60,-$204.40,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$78.00,$60.40,6,
3,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2531.0,2537.3,2024-02-01 11:12:00 AM,2024-02-01 11:46:00 AM,GL_B,TP2,$60.60,-$143.80,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$78.00,$17.40,35,
4,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2531.0,2538.3,2024-02-01 11:12:00 AM,2024-02-01 11:47:00 AM,GL_B,TP3,$70.60,-$73.20,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$78.00,$7.40,36,
5,MGC 12-26,Backtest,GoldTrendScalperV40,Long,2,2531.0,2535.5,2024-02-01 11:12:00 AM,2024-02-01 11:53:00 AM,GL_B,Stop loss,$85.20,$12.00,$4.80,$0.00,$0.00,$0.00,$0.00,$30.00,$156.00,$70.80,42,
6,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,2476.9,2474.5,2024-02-16 10:38:00 AM,2024-02-16 10:56:00 AM,GL_B,Stop loss,-$132.00,-$120.00,$12.00,$0.00,$0.00,$0.00,$0.00,$120.00,$85.00,$217.00,19,
7,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2526.0,2528.4,2024-03-01 10:26:00 AM,2024-03-01 10:36:00 AM,GL_B,TP1,$21.60,-$98.40,$2.40,$0.00,$0.00,$0.00,$0.00,$1.00,$112.00,$90.40,11,
8,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2526.0,2531.4,2024-03-01 10:26:00 AM,2024-03-01 10:48:00 AM,GL_B,TP2,$51.60,-$46.80,$2.40,$0.00,$0.00,$0.00,$0.00,$1.00,$112.00,$60.40,23,
9,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2526.0,2533.3,2024-03-01 10:26:00 AM,2024-03-01 10:52:00 AM,GL_B,TP3,$70.60,$23.80,$2.40,$0.00,$0.00,$0.00,$0.00,$1.00,$112.00,$41.40,27,
10,MGC 12-26,Backtest,GoldTrendScalperV40,Long,2,2526.0,2537.1,2024-03-01 10:26:00 AM,2024-03-01 11:09:00 AM,GL_B,FullTake,$217.20,$241.00,$4.80,$0.00,$0.00,$0.00,$0.00,$2.00,$224.00,$6.80,44,
11,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2573.5,2577.2,2024-03-04 11:00:00 AM,2024-03-04 11:14:00 AM,GL_B,TP1,$34.60,$275.60,$2.40,$0.00,$0.00,$0.00,$0.00,$16.00,$71.00,$36.40,15,
12,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2573.5,2579.0,2024-03-04 11:00:00 AM,2024-03-04 11:15:00 AM,GL_B,TP2,$52.60,$328.20,$2.40,$0.00,$0.00,$0.00,$0.00,$16.00,$71.00,$18.40,16,
13,MGC 12-26,Backtest,GoldTrendScalperV40,Long,3,2573.5,2576.5,2024-03-04 11:00:00 AM,2024-03-04 11:22:00 AM,GL_B,Stop loss,$82.80,$411.00,$7.20,$0.00,$0.00,$0.00,$0.00,$48.00,$213.00,$130.20,23,
14,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2638.4,2640.5,2024-03-13 1:12:00 PM,2024-03-13 1:17:00 PM,GL_B,TP1,$18.60,$429.60,$2.40,$0.00,$0.00,$0.00,$0.00,$5.00,$26.00,$7.40,6,
15,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,2638.4,2638.4,2024-03-13 1:12:00 PM,2024-03-13 1:18:00 PM,GL_B,Stop loss,-$9.60,$420.00,$9.60,$0.00,$0.00,$0.00,$0.00,$20.00,$104.00,$113.60,7,
16,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2619.9,2622.6,2024-03-20 10:03:00 AM,2024-03-20 10:04:00 AM,GL_B,TP1,$24.60,$444.60,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$39.00,$14.40,2,
17,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,2619.9,2619.9,2024-03-20 10:03:00 AM,2024-03-20 10:22:00 AM,GL_B,Stop loss,-$9.60,$435.00,$9.60,$0.00,$0.00,$0.00,$0.00,$8.00,$156.00,$165.60,20,
18,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2774.2,2776.5,2024-04-05 10:35:00 AM,2024-04-05 10:43:00 AM,GL_B,TP1,$20.60,$455.60,$2.40,$0.00,$0.00,$0.00,$0.00,$51.00,$41.00,$20.40,9,
19,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,2774.2,2769.1,2024-04-05 10:35:00 AM,2024-04-05 10:54:00 AM,GL_B,Stop loss,-$213.60,$242.00,$9.60,$0.00,$0.00,$0.00,$0.00,$204.00,$164.00,$377.60,20,
20,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,2790.9,2788.7,2024-04-08 1:36:00 PM,2024-04-08 1:37:00 PM,GL_B,Stop loss,-$122.00,$120.00,$12.00,$0.00,$0.00,$0.00,$0.00,$110.00,$20.00,$142.00,2,
21,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,2790.8,2784.0,2024-04-10 11:08:00 AM,2024-04-10 11:12:00 AM,GS,FullTake,$328.00,$448.00,$12.00,$0.00,$0.00,$0.00,$0.00,$145.00,$390.00,$62.00,5,
22,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2804.8,2807.4,2024-04-11 1:10:00 PM,2024-04-11 1:24:00 PM,GL_B,TP1,$23.60,$471.60,$2.40,$0.00,$0.00,$0.00,$0.00,$12.00,$40.00,$16.40,15,
23,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,2804.8,2805.2,2024-04-11 1:10:00 PM,2024-04-11 1:35:00 PM,GL_B,Stop loss,$6.40,$478.00,$9.60,$0.00,$0.00,$0.00,$0.00,$48.00,$160.00,$153.60,26,
24,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,2825.2,2823.2,2024-04-12 12:31:00 PM,2024-04-12 12:32:00 PM,GS,TP1,$17.60,$495.60,$2.40,$0.00,$0.00,$0.00,$0.00,$23.00,$102.00,$84.40,2,
25,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,2825.2,2820.9,2024-04-12 12:31:00 PM,2024-04-12 12:36:00 PM,GS,TP2,$40.60,$536.20,$2.40,$0.00,$0.00,$0.00,$0.00,$23.00,$102.00,$61.40,6,
26,MGC 12-26,Backtest,GoldTrendScalperV40,Short,3,2825.2,2816.0,2024-04-12 12:31:00 PM,2024-04-12 12:47:00 PM,GS,FullTake,$268.80,$805.00,$7.20,$0.00,$0.00,$0.00,$0.00,$69.00,$306.00,$37.20,17,
27,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2835.4,2838.1,2024-04-16 11:03:00 AM,2024-04-16 11:04:00 AM,GL_B,TP1,$24.60,$829.60,$2.40,$0.00,$0.00,$0.00,$0.00,$1.00,$82.00,$57.40,2,
28,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2835.4,2842.4,2024-04-16 11:03:00 AM,2024-04-16 11:09:00 AM,GL_B,TP2,$67.60,$897.20,$2.40,$0.00,$0.00,$0.00,$0.00,$1.00,$82.00,$14.40,7,
29,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2835.4,2842.4,2024-04-16 11:03:00 AM,2024-04-16 11:09:00 AM,GL_B,TP3,$67.60,$964.80,$2.40,$0.00,$0.00,$0.00,$0.00,$1.00,$82.00,$14.40,7,
30,MGC 12-26,Backtest,GoldTrendScalperV40,Long,2,2835.4,2837.0,2024-04-16 11:03:00 AM,2024-04-16 11:14:00 AM,GL_B,Stop loss,$27.20,$992.00,$4.80,$0.00,$0.00,$0.00,$0.00,$2.00,$164.00,$136.80,12,
31,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,2821.2,2818.1,2024-04-17 12:39:00 PM,2024-04-17 12:45:00 PM,GS,TP1,$28.60,$1020.60,$2.40,$0.00,$0.00,$0.00,$0.00,$11.00,$106.00,$77.40,7,
32,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,2821.2,2815.8,2024-04-17 12:39:00 PM,2024-04-17 12:46:00 PM,GS,TP2,$51.60,$1072.20,$2.40,$0.00,$0.00,$0.00,$0.00,$11.00,$106.00,$54.40,8,
33,MGC 12-26,Backtest,GoldTrendScalperV40,Short,3,2821.2,2812.8,2024-04-17 12:39:00 PM,2024-04-17 12:47:00 PM,GS,FullTake,$244.80,$1317.00,$7.20,$0.00,$0.00,$0.00,$0.00,$33.00,$318.00,$73.20,9,
34,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,2849.8,2847.6,2024-04-19 1:02:00 PM,2024-04-19 1:06:00 PM,GL_B,Stop loss,-$122.00,$1195.00,$12.00,$0.00,$0.00,$0.00,$0.00,$110.00,$65.00,$187.00,5,
35,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,2765.1,2761.9,2024-04-23 10:45:00 AM,2024-04-23 10:50:00 AM,GS,TP1,$29.60,$1224.60,$2.40,$0.00,$0.00,$0.00,$0.00,$16.00,$32.00,$2.40,6,
36,MGC 12-26,Backtest,GoldTrendScalperV40,Short,4,2765.1,2765.1,2024-04-23 10:45:00 AM,2024-04-23 10:50:00 AM,GS,Stop loss,-$9.60,$1215.00,$9.60,$0.00,$0.00,$0.00,$0.00,$64.00,$128.00,$137.60,6,
37,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2780.6,2783.8,2024-04-24 11:02:00 AM,2024-04-24 11:05:00 AM,GL_B,TP1,$29.60,$1244.60,$2.40,$0.00,$0.00,$0.00,$0.00,$0.00,$42.00,$12.40,4,
38,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,2780.6,2780.6,2024-04-24 11:02:00 AM,2024-04-24 11:10:00 AM,GL_B,Stop loss,-$9.60,$1235.00,$9.60,$0.00,$0.00,$0.00,$0.00,$0.00,$168.00,$177.60,9,
39,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2787.1,2789.5,2024-04-25 10:37:00 AM,2024-04-25 10:40:00 AM,GL_B,TP1,$21.60,$1256.60,$2.40,$0.00,$0.00,$0.00,$0.00,$50.00,$44.00,$22.40,4,
40,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,2787.1,2782.1,2024-04-25 10:37:00 AM,2024-04-25 10:55:00 AM,GL_B,Stop loss,-$209.60,$1047.00,$9.60,$0.00,$0.00,$0.00,$0.00,$200.00,$176.00,$385.60,19,
41,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2771.2,2773.4,2024-05-09 10:10:00 AM,2024-05-09 10:15:00 AM,GL_B,TP1,$19.60,$1066.60,$2.40,$0.00,$0.00,$0.00,$0.00,$3.00,$85.00,$65.40,6,
42,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2771.2,2777.2,2024-05-09 10:10:00 AM,2024-05-09 10:22:00 AM,GL_B,TP2,$57.60,$1124.20,$2.40,$0.00,$0.00,$0.00,$0.00,$3.00,$85.00,$27.40,13,
43,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2771.2,2778.4,2024-05-09 10:10:00 AM,2024-05-09 10:27:00 AM,GL_B,TP3,$69.60,$1193.80,$2.40,$0.00,$0.00,$0.00,$0.00,$3.00,$85.00,$15.40,18,
44,MGC 12-26,Backtest,GoldTrendScalperV40,Long,2,2771.2,2774.0,2024-05-09 10:10:00 AM,2024-05-09 10:33:00 AM,GL_B,Stop loss,$51.20,$1245.00,$4.80,$0.00,$0.00,$0.00,$0.00,$6.00,$170.00,$118.80,24,
45,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,2824.7,2821.7,2024-05-15 11:23:00 AM,2024-05-15 11:36:00 AM,GL_B,Stop loss,-$162.00,$1083.00,$12.00,$0.00,$0.00,$0.00,$0.00,$150.00,$45.00,$207.00,14,
46,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2850.7,2853.5,2024-05-17 10:52:00 AM,2024-05-17 10:56:00 AM,GL_B,TP1,$25.60,$1108.60,$2.40,$0.00,$0.00,$0.00,$0.00,$12.00,$70.00,$44.40,5,
47,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2850.7,2855.8,2024-05-17 10:52:00 AM,2024-05-17 11:04:00 AM,GL_B,TP2,$48.60,$1157.20,$2.40,$0.00,$0.00,$0.00,$0.00,$12.00,$70.00,$21.40,13,
48,MGC 12-26,Backtest,GoldTrendScalperV40,Long,3,2850.7,2852.1,2024-05-17 10:52:00 AM,2024-05-17 11:11:00 AM,GL_B,Stop loss,$34.80,$1192.00,$7.20,$0.00,$0.00,$0.00,$0.00,$36.00,$210.00,$175.20,20,
49,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2871.6,2873.7,2024-05-20 1:28:00 PM,2024-05-20 1:42:00 PM,GL_B,TP1,$18.60,$1210.60,$2.40,$0.00,$0.00,$0.00,$0.00,$5.00,$33.00,$14.40,15,
50,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,2871.6,2872.5,2024-05-20 1:28:00 PM,2024-05-20 1:52:00 PM,GL_B,Stop loss,$26.40,$1237.00,$9.60,$0.00,$0.00,$0.00,$0.00,$20.00,$132.00,$105.60,25,
51,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,2834.6,2830.9,2024-05-22 10:12:00 AM,2024-05-22 10:16:00 AM,GS,TP1,$34.60,$1271.60,$2.40,$0.00,$0.00,$0.00,$0.00,$3.00,$89.00,$54.40,5,
52,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,2834.6,2829.2,2024-05-22 10:12:00 AM,2024-05-22 10:18:00 AM,GS,TP2,$51.60,$1323.20,$2.40,$0.00,$0.00,$0.00,$0.00,$3.00,$89.00,$37.40,7,
53,MGC 12-26,Backtest,GoldTrendScalperV40,Short,3,2834.6,2826.7,2024-05-22 10:12:00 AM,2024-05-22 10:21:00 AM,GS,FullTake,$229.80,$1553.00,$7.20,$0.00,$0.00,$0.00,$0.00,$9.00,$267.00,$37.20,10,
54,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,2779.3,2782.2,2024-05-23 10:35:00 AM,2024-05-23 10:36:00 AM,GS,Stop loss,-$157.00,$1396.00,$12.00,$0.00,$0.00,$0.00,$0.00,$145.00,$85.00,$242.00,2,
55,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,2784.8,2782.8,2024-06-03 1:06:00 PM,2024-06-03 1:11:00 PM,GL_B,Stop loss,-$112.00,$1284.00,$12.00,$0.00,$0.00,$0.00,$0.00,$100.00,$105.00,$217.00,6,
56,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2805.5,2807.9,2024-06-06 11:31:00 AM,2024-06-06 11:44:00 AM,GL_B,TP1,$21.60,$1305.60,$2.40,$0.00,$0.00,$0.00,$0.00,$14.00,$37.00,$15.40,14,
57,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,2805.5,2805.6,2024-06-06 11:31:00 AM,2024-06-06 11:57:00 AM,GL_B,Stop loss,-$5.60,$1300.00,$9.60,$0.00,$0.00,$0.00,$0.00,$56.00,$148.00,$153.60,27,
58,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,2733.8,2736.7,2024-06-13 10:09:00 AM,2024-06-13 10:21:00 AM,GS,Stop loss,-$157.00,$1143.00,$12.00,$0.00,$0.00,$0.00,$0.00,$145.00,$60.00,$217.00,13,
59,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2776.0,2778.6,2024-06-20 10:03:00 AM,2024-06-20 10:09:00 AM,GL_B,TP1,$23.60,$1166.60,$2.40,$0.00,$0.00,$0.00,$0.00,$12.00,$31.00,$7.40,7,
60,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,2776.0,2776.0,2024-06-20 10:03:00 AM,2024-06-20 10:12:00 AM,GL_B,Stop loss,-$9.60,$1157.00,$9.60,$0.00,$0.00,$0.00,$0.00,$48.00,$124.00,$133.60,10,
61,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,2783.2,2780.0,2024-06-20 10:23:00 AM,2024-06-20 10:26:00 AM,GL_B,Stop loss,-$172.00,$985.00,$12.00,$0.00,$0.00,$0.00,$0.00,$160.00,$60.00,$232.00,4,
62,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,2807.9,2805.8,2024-07-05 11:35:00 AM,2024-07-05 11:38:00 AM,GL_B,Stop loss,-$117.00,$868.00,$12.00,$0.00,$0.00,$0.00,$0.00,$105.00,$5.00,$122.00,4,
63,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,2773.0,2771.1,2024-07-08 11:50:00 AM,2024-07-08 12:04:00 PM,GS,TP1,$16.60,$884.60,$2.40,$0.00,$0.00,$0.00,$0.00,$23.00,$33.00,$16.40,15,
64,MGC 12-26,Backtest,GoldTrendScalperV40,Short,4,2773.0,2773.0,2024-07-08 11:50:00 AM,2024-07-08 12:09:00 PM,GS,Stop loss,-$9.60,$875.00,$9.60,$0.00,$0.00,$0.00,$0.00,$92.00,$132.00,$141.60,20,
65,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2843.5,2846.1,2024-07-15 10:53:00 AM,2024-07-15 10:55:00 AM,GL_B,TP1,$23.60,$898.60,$2.40,$0.00,$0.00,$0.00,$0.00,$5.00,$91.00,$67.40,3,
66,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2843.5,2848.9,2024-07-15 10:53:00 AM,2024-07-15 11:02:00 AM,GL_B,TP2,$51.60,$950.20,$2.40,$0.00,$0.00,$0.00,$0.00,$5.00,$91.00,$39.40,10,
67,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2843.5,2851.5,2024-07-15 10:53:00 AM,2024-07-15 11:08:00 AM,GL_B,TP3,$77.60,$1027.80,$2.40,$0.00,$0.00,$0.00,$0.00,$5.00,$91.00,$13.40,16,
68,MGC 12-26,Backtest,GoldTrendScalperV40,Long,2,2843.5,2847.9,2024-07-15 10:53:00 AM,2024-07-15 11:18:00 AM,GL_B,Stop loss,$83.20,$1111.00,$4.80,$0.00,$0.00,$0.00,$0.00,$10.00,$182.00,$98.80,26,
69,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,2873.6,2871.1,2024-07-16 11:09:00 AM,2024-07-16 11:11:00 AM,GL_B,Stop loss,-$137.00,$974.00,$12.00,$0.00,$0.00,$0.00,$0.00,$125.00,$20.00,$157.00,3,
70,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,2878.5,2875.6,2024-07-16 11:25:00 AM,2024-07-16 11:27:00 AM,GL_B,Stop loss,-$157.00,$817.00,$12.00,$0.00,$0.00,$0.00,$0.00,$145.00,$0.00,$157.00,3,
71,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,2799.7,2796.6,2024-07-26 10:13:00 AM,2024-07-26 10:26:00 AM,GL_B,Stop loss,-$167.00,$650.00,$12.00,$0.00,$0.00,$0.00,$0.00,$155.00,$105.00,$272.00,14,
72,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,2812.2,2820.2,2024-07-30 1:02:00 PM,2024-07-30 1:03:00 PM,GL_B,FullTake,$388.00,$1038.00,$12.00,$0.00,$0.00,$0.00,$0.00,$5.00,$420.00,$32.00,2,
73,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,2832.6,2829.0,2024-08-02 11:09:00 AM,2024-08-02 11:12:00 AM,GS,TP1,$33.60,$1071.60,$2.40,$0.00,$0.00,$0.00,$0.00,$23.00,$114.00,$80.40,4,
74,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,2832.6,2826.8,2024-08-02 11:09:00 AM,2024-08-02 11:14:00 AM,GS,TP2,$55.60,$1127.20,$2.40,$0.00,$0.00,$0.00,$0.00,$23.00,$114.00,$58.40,6,
75,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,2832.6,2826.8,2024-08-02 11:09:00 AM,2024-08-02 11:14:00 AM,GS,TP3,$55.60,$1182.80,$2.40,$0.00,$0.00,$0.00,$0.00,$23.00,$114.00,$58.40,6,
76,MGC 12-26,Backtest,GoldTrendScalperV40,Short,2,2832.6,2821.4,2024-08-02 11:09:00 AM,2024-08-02 11:15:00 AM,GS,FullTake,$219.20,$1402.00,$4.80,$0.00,$0.00,$0.00,$0.00,$46.00,$228.00,$8.80,7,
77,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,2836.6,2833.9,2024-08-09 10:22:00 AM,2024-08-09 10:27:00 AM,GL_B,Stop loss,-$147.00,$1255.00,$12.00,$0.00,$0.00,$0.00,$0.00,$135.00,$55.00,$202.00,6,
78,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,2876.5,2873.5,2024-08-22 10:16:00 AM,2024-08-22 10:23:00 AM,GS,TP1,$27.60,$1282.60,$2.40,$0.00,$0.00,$0.00,$0.00,$26.00,$51.00,$23.40,8,
79,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,2876.5,2872.0,2024-08-22 10:16:00 AM,2024-08-22 10:24:00 AM,GS,TP2,$42.60,$1325.20,$2.40,$0.00,$0.00,$0.00,$0.00,$26.00,$51.00,$8.40,9,
80,MGC 12-26,Backtest,GoldTrendScalperV40,Short,3,2876.5,2876.5,2024-08-22 10:16:00 AM,2024-08-22 10:26:00 AM,GS,Stop loss,-$7.20,$1318.00,$7.20,$0.00,$0.00,$0.00,$0.00,$78.00,$153.00,$160.20,11,
81,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2913.6,2916.6,2024-08-23 10:07:00 AM,2024-08-23 10:08:00 AM,GL_B,TP1,$27.60,$1345.60,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$57.00,$29.40,2,
82,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2913.6,2918.7,2024-08-23 10:07:00 AM,2024-08-23 10:12:00 AM,GL_B,TP2,$48.60,$1394.20,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$57.00,$8.40,6,
83,MGC 12-26,Backtest,GoldTrendScalperV40,Long,3,2913.6,2913.6,2024-08-23 10:07:00 AM,2024-08-23 10:17:00 AM,GL_B,Stop loss,-$7.20,$1387.00,$7.20,$0.00,$0.00,$0.00,$0.00,$6.00,$171.00,$178.20,11,
84,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,2885.1,2887.7,2024-09-06 12:24:00 PM,2024-09-06 12:25:00 PM,GS,Stop loss,-$142.00,$1245.00,$12.00,$0.00,$0.00,$0.00,$0.00,$130.00,$70.00,$212.00,2,
85,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,2911.9,2909.8,2024-09-10 11:37:00 AM,2024-09-10 11:38:00 AM,GL_B,Stop loss,-$117.00,$1128.00,$12.00,$0.00,$0.00,$0.00,$0.00,$105.00,$35.00,$152.00,2,
86,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,3036.4,3034.1,2024-09-24 10:55:00 AM,2024-09-24 10:57:00 AM,GL_B,Stop loss,-$127.00,$1001.00,$12.00,$0.00,$0.00,$0.00,$0.00,$115.00,$35.00,$162.00,3,
87,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,3050.8,3049.2,2024-09-25 1:32:00 PM,2024-09-25 2:01:00 PM,GL_B,Stop loss,-$92.00,$909.00,$12.00,$0.00,$0.00,$0.00,$0.00,$80.00,$85.00,$177.00,30,
88,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3048.9,3051.9,2024-10-04 11:06:00 AM,2024-10-04 11:08:00 AM,GL_B,TP1,$27.60,$936.60,$2.40,$0.00,$0.00,$0.00,$0.00,$0.00,$66.00,$38.40,3,
89,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3048.9,3054.4,2024-10-04 11:06:00 AM,2024-10-04 11:14:00 AM,GL_B,TP2,$52.60,$989.20,$2.40,$0.00,$0.00,$0.00,$0.00,$0.00,$66.00,$13.40,9,
90,MGC 12-26,Backtest,GoldTrendScalperV40,Long,3,3048.9,3049.3,2024-10-04 11:06:00 AM,2024-10-04 11:21:00 AM,GL_B,Stop loss,$4.80,$994.00,$7.20,$0.00,$0.00,$0.00,$0.00,$0.00,$198.00,$193.20,16,
91,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3013.0,3009.6,2024-10-08 10:29:00 AM,2024-10-08 10:32:00 AM,GS,TP1,$31.60,$1025.60,$2.40,$0.00,$0.00,$0.00,$0.00,$9.00,$90.00,$58.40,4,
92,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3013.0,3008.2,2024-10-08 10:29:00 AM,2024-10-08 10:36:00 AM,GS,TP2,$45.60,$1071.20,$2.40,$0.00,$0.00,$0.00,$0.00,$9.00,$90.00,$44.40,8,
93,MGC 12-26,Backtest,GoldTrendScalperV40,Short,3,3013.0,3004.5,2024-10-08 10:29:00 AM,2024-10-08 10:38:00 AM,GS,FullTake,$247.80,$1319.00,$7.20,$0.00,$0.00,$0.00,$0.00,$27.00,$270.00,$22.20,10,
94,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,3008.3,3006.6,2024-10-10 1:38:00 PM,2024-10-10 1:53:00 PM,GL_B,Stop loss,-$97.00,$1222.00,$12.00,$0.00,$0.00,$0.00,$0.00,$85.00,$10.00,$107.00,16,
95,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3103.7,3106.7,2024-10-23 10:21:00 AM,2024-10-23 10:22:00 AM,GS,Stop loss,-$162.00,$1060.00,$12.00,$0.00,$0.00,$0.00,$0.00,$150.00,$5.00,$167.00,2,
96,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3098.2,3096.1,2024-10-23 10:38:00 AM,2024-10-23 10:43:00 AM,GS,TP1,$18.60,$1078.60,$2.40,$0.00,$0.00,$0.00,$0.00,$20.00,$115.00,$96.40,6,
97,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3098.2,3093.9,2024-10-23 10:38:00 AM,2024-10-23 11:12:00 AM,GS,TP2,$40.60,$1119.20,$2.40,$0.00,$0.00,$0.00,$0.00,$20.00,$115.00,$74.40,35,
98,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3098.2,3090.7,2024-10-23 10:38:00 AM,2024-10-23 11:15:00 AM,GS,TP3,$72.60,$1191.80,$2.40,$0.00,$0.00,$0.00,$0.00,$20.00,$115.00,$42.40,38,
99,MGC 12-26,Backtest,GoldTrendScalperV40,Short,2,3098.2,3089.0,2024-10-23 10:38:00 AM,2024-10-23 11:23:00 AM,GS,FullTake,$179.20,$1371.00,$4.80,$0.00,$0.00,$0.00,$0.00,$40.00,$230.00,$50.80,46,
100,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3160.9,3163.1,2024-10-30 11:41:00 AM,2024-10-30 12:07:00 PM,GL_B,TP1,$19.60,$1390.60,$2.40,$0.00,$0.00,$0.00,$0.00,$13.00,$27.00,$7.40,27,
101,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,3160.9,3160.9,2024-10-30 11:41:00 AM,2024-10-30 12:13:00 PM,GL_B,Stop loss,-$9.60,$1381.00,$9.60,$0.00,$0.00,$0.00,$0.00,$52.00,$108.00,$117.60,33,
